sl_style,sl_localisation,sl_nb_chambre,sl_taille,sl_prix,sl_paragraphe,sl_salle_d_eau,sl_salle_de_bain,sl_toilette,sl_annee,sl_etage,sl_hauteur,sl_ascenseur,sl_vue,sl_cave,sl_parking,sl_chemine,sl_exposition,sl_balcon,sl_terrasse,sl_gardien,sl_travaux,sl_neuf,sl_parquet,sl_cuisine,sl_vis_a_vis,sl_jardin,sl_piscine,sl_nb_piece
Appartement,Quartier Muette Nord,"15,88m²",13 224 € / m²,210 000 €,"Paris 16ème- LA MUETTE/ OCDE- STUDIO EN DERNIER ETAGE Paris 16ème- LA MUETTE/ OCDE- STUDIO EN DERNIER ETAGE Idéalement situé, à proximité de la rue de passy, à 5 minutes du métro LA MUETTE et 10 minutes du métro RUE DE LA POMPE, dans un très bel immeuble pierre de taille avec gardien, au 7ème étage sans ascenseur: studio composé d'une pièce de vie avec coin cuisine, une salle de douche avec velux. Accès aux toilettes sur le palier. Idéal pour étudiants, pied-à-terre, investissement locatif ou domiciliation. DERNIER ETAGE- CLAIR ET CALME- BON ÉTAT- SITUATION GÉOGRAPHIQUE IDÉALE- INVESTISSEMENT LOCATIF OU IDÉAL PREMIER ACHAT- SECTORISE JANSON DE SAILLY.",1 Salle d'eau,Non reference,Non reference,Non reference,Au 7ème étage,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine aucune,Non reference,Non reference,Non reference,1 pièce
Appartement,Quartier Porte Dauphine,3 chambres,252m²,3 710 000 €,"Paris XVIe - Place du Trocadéro Place du Trocadéro, sur la prestigieuse avenue d'Eylau, appartement de 255 m² très ensoleillé avec une agréable vue dégagée, dans un bel immeuble pierre de taille avec gardien. Exposé sud-ouest, il comprend 6 pièces sur l'avenue d'Eylau: grand salon, petit salon, salle à manger (ou 4ème chambre), chambre de maître, grande salle de bains et dressing, 2ème chambre et sa salle de douches. A l'arrière, sur une cour calme: 3ème chambre, cuisine avec office, buanderie. Nombreux rangements. L'appartement a conservé ses boiseries, ses cheminées, et bénéficie d'une belle hauteur sous plafond. Des travaux de réagencement sont nécessaires pour une utilisation familiale. Une cave dans l'immeuble. Possibilité d'acquérir une place de parking en concession en bas de l'immeuble. A proximité immédiate des meilleures écoles du 16ème arrondissement: St Louis de Gonzague, Institut de l'Assomption-Lübeck, St Jean de Passy, Institut La Tour, lycée Janson de Sailly..",1 Salle d'eau,1 Salle de bain,4 Toilettes,Année de construction 1888,Au 1er étage,Bâtiment de 6 étages,Ascenseur,Vue,Cave,1 Parking,Non reference,Orientation Sud-Ouest,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine séparée,Non reference,Non reference,Non reference,6 pièces
Appartement,Quartier Chaillot,1 chambre,"44,17m²",729 000 €,"Paris XVI - LAURISTON VICTOR HUGO. VANEAU. Situé dans un bel immeuble en pierre de taille au 5ème étage avec ascenseur, excellent plan, appartement traversant de 44.17 m² loi carrez, comprenant une entrée, une réception, une cuisine séparée, 1 chambre et 1 une salle de douche. WC. Une cave. Charges 140e/mois. Mandat n'13749 Honoraires de 5% TTC charge acquéreur VANEAU. L'immobilier de prestige depuis 1972. Acteur majeur de l'immobilier haut de gamme parisien depuis plus de 40 ans avec plus de 100 collaborateurs, VANEAU compte aujourd'hui 27 agences et bureaux idéalement situés à Paris, Neuilly, Boulogne, Cannes, Nice, Bruxelles, Marrakech et prochainement Miami et Dubaï. Copropriété de 20 lots (Pas de procédure en cours). Charges annuelles: 1680.00 euros.",Non reference,1 Salle de bain,1 Toilette,Non reference,Au 5ème étage,Non reference,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine aucune,Non reference,Non reference,Non reference,2 pièces
Appartement,,1 chambre,55m²,330 000 €,"16ème - Mozart/La Fontaine RÉSIDENCE SERVICES charges vendeur de 12 600 euros/an. Bel appartement de 2 pièces de 55 m² qui se compose d'un séjour, 1 chambre, 1 salle de bain avec WC, cuisine séparée et équipée. Climatisation. Cave. Parking inclus. Bien soumis au statut de la copropriété. Nombre de lots: 241.",Non reference,1 Salle de bain,1 Toilette,Année de construction 1980,Au 5ème étage,Bâtiment de 9 étages,Ascenseur,Non reference,Cave,1 Parking,Non reference,Orientation Sud,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine séparée,Non reference,Non reference,Non reference,2 pièces
Appartement,Quartier Chaillot,6 chambres,400m²,6 300 000 €,Magnifique appartement de réception à l'étage noble d'un somptueux immeuble en face de la rue de Bénouville.,Non reference,5 Salles de bain,6 Toilettes,Non reference,Au 3ème étage,Bâtiment de 5 étages,Ascenseur,Non reference,30m² Cave,1 Parking,Non reference,Non reference,Non reference,Non reference,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,11 pièces
Appartement,Quartier Porte Dauphine,2 chambres,122m²,1 850 000 €,"Exceptionnel, situé à deux pas de l'arc de triomphe et de l'avenue des Champs Élysées. Dans un bel immeuble de standing (1900) en pierre de taille, sur cour intérieure, calme et lumineux au 3ème étage.",Non reference,2 Salles de bain,3 Toilettes,Année de construction 1900,Au 3ème étage,Bâtiment de 6 étages,Ascenseur,Non reference,9m² Cave,Non reference,Non reference,Orientation Sud-Est,Non reference,Non reference,Gardien,Non reference,Refait à neuf,Parquet,Cuisine américaine équipée,Non reference,Non reference,Non reference,4 pièces
Appartement,Quartier Auteuil Sud,1 chambre,"50,3m²",599 000 €,"Paris XVIe - Boulevard Murat - Général Délestraint Au septième étage d'un bel immeuble des années Trente, appartement de deux pièces, donnant sur cour et rénové, comprenant une entrée, un salon avec cuisine ouverte, une chambre et une salle de bains. Très bon plan. Calme absolu, luminosité. Une cave complète ce bien.",Non reference,1 Salle de bain,1 Toilette,Non reference,Au 7ème étage,Bâtiment de 7 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine aucune,Non reference,Non reference,Non reference,2 pièces
Appartement,Quartier Auteuil Nord,2 chambres,157m²,2 300 000 €,"Situé près des commerces de la rue du Docteur Blanche et de la porte d'Auteuil, dans une belle résidence récente avec gardien, cet appartement est situé au 10ème étage. Il offre des vues magiques sur Paris dont l'hippodrome, le bois de Boulogne et la Défense. Cet appartement traversant et ensoleillé de 157 m² se compose d'une triple réception de plus de 70 m² ou 3ème chambre possible, d'une cuisine dînatoire avec coin salle a manger avec vues sur Paris, de 2 chambres avec vues et leurs salles de bains et 4 WC. L'appartement dispose d'un très bon plan. Une cave complète ce bien.",2 Salles d'eau,1 Salle de bain,4 Toilettes,Année de construction 1970,Au 10ème étage,Non reference,Ascenseur,Vue,Cave,1 Parking,Non reference,Non reference,1 Balcon,Non reference,Gardien,Non reference,Non reference,Parquet,Cuisine séparée équipée,Non reference,Non reference,Non reference,5 pièces
Appartement,Quartier Porte Dauphine,3 chambres,"130,71m²",1 679 000 €,"75116 Paris - Pompe - Victor Hugo - 5 pièces - 3 chambres Situé dans un bel immeuble Haussmannien parquet, moulures, cheminée, à proximité immédiate du lycée Janson de Sailly et de la rue des belles feuilles, appartement familial lumineux composé d'une entrée, d'un beau séjour, d'une salle à manger, de 3 grandes chambres, d'une salle de bains et d'une salle d'eau, de 2 WC, d'une cuisine indépendante équipée. Une cave complète ce bien. Situation exceptionnelle ! A voir au plus vite ! Copropriété de 11 lots (Pas de procédure en cours). Charges annuelles: 3560.00 euros.",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1880,Au 1er étage,Bâtiment de 6 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Parquet,Cuisine séparée équipée,Non reference,Non reference,Non reference,5 pièces
Appartement,Quartier Bois de Boulogne,14m²,14 857 € / m²,208 000 €,"V147 - Quartier Chaillot, situé à 150m du Métro Charles de Gaulle Étoile (L1, L2, L6, RER A), studio meublé comprenant: une pièce principale, une cuisine ouverte, aménagée et équipée, une salle de douche avec WC intégré. Particulièrement calme et lumineux. Idéal investisseur - actuellement loué en meublé. Note de Confort Cosy Home 3 canapé.",Non reference,Non reference,1 Toilette,Non reference,Au 6ème étage,Bâtiment de 6 étages,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,1 pièce
Appartement,Quartier Chaillot,3 chambres,110m²,1 540 000 €,"Avenue Marceau à proximité du pont de l'Alma, appartement de 4 pièces de 110 m² situé au 3e étage d'un immeuble récent de bon standing. Il comprend une entrée, une réception avec cuisine américaine équipée, deux chambre, un bureau (petite chambre), une salle de bains, WC et une cave au sous-sol. En bon état et calme. Le prix honoraires d'Agence de 2,6% à la charges du vendeur inclus est de 1.540.000€.",Non reference,1 Salle de bain,1 Toilette,Non reference,Au 3ème étage,Non reference,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Parquet,Cuisine américaine équipée,Non reference,Non reference,Non reference,4 pièces
Appartement,Quartier Porte Dauphine,"14,03m²",13 828 € / m²,194 000 €,"Paris XVI - Bugeaud/Foch - Immeuble pierre de taille au 6ème et dernier étage. Appartement lumineux de deux pièces, comprenant un séjour avec cuisine ouverte, une chambre, douche. Très Bon état. Situation exceptionnelle, calme sur cour. Partie communes en parfait état. Calme et Lumineux. Sécurisé. Dont 8.08 % honoraires TTC à la charge de l'acquéreur. Copropriété de 19 lots. Charges annuelles: 215.00 euros.",1 Salle d'eau,Non reference,Non reference,Année de construction 1895,Au 6ème étage,Bâtiment de 6 étages,Non reference,Non reference,Non reference,Non reference,Non reference,Orientation Ouest,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine aucune,Non reference,Non reference,Non reference,1 pièce
Appartement,Quartier Auteuil Nord,2 chambres,"64,4m²",690 000 €,"En plein coeur du village d'Auteuil, au 1er étage avec ascenseur d'un immeuble pierre de taille, appartement calme et clair, parquet moulures cheminée, comprenant un salon, une salle à manger, 2 chambres, une cuisine, une salle de bain et un WC. TRAVAUX A PRÉVOIR.",Non reference,1 Salle de bain,1 Toilette,Année de construction 1900,Au 1er étage,Bâtiment de 6 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Parquet,Cuisine séparée,Non reference,Non reference,Non reference,4 pièces
Appartement,Quartier Auteuil Sud,1 chambre,39m²,235 000 €,"RÉSIDENCE SERVICES: Métro Chardon Lagache, dans une résidence avec services non médicalisée pour seniors autonomes et valides (sécurité 24h/24, restaurant, salon, jardin, animations, etc..) en étage moyen avec ascenseur, agréable deux pièces de 39 m²: entrée avec placards/penderies, séjour de 18 m² avec un balcon de 5 m² ouvrant sur le jardin de la résidence, petite cuisine aménagée, une chambre avec placard/penderie, salle d'eau avec WC. Compte-tenu des services proposés par la résidence, les charges mensuelles (copropriété et de services) s'élèvent à 1.160 e (chauffage et eau inclus). Cave au sous-sol de la résidence. Résidence seniors bénéficiant d'un très beau jardin fleuri et arboré et située à 2 mn à pied du métro, des commerces, de l'avenue de Versailles et à 10 mn à pied de la rue d'Auteuil. Contacter Janine GRANDAUBERT ou.",1 Salle d'eau,Non reference,1 Toilette,Année de construction 1984,Au 4ème étage,Bâtiment de 8 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Ouest,1 Balcon,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine séparée équipée,Non reference,Non reference,Non reference,2 pièces
Appartement,,1 chambre,55m²,330 000 €,"16ème - Mozart/La Fontaine RÉSIDENCE SERVICES charges vendeur de 12 600 euros/an. Bel appartement de 2 pièces de 55 m² qui se compose d'un séjour, 1 chambre, 1 salle de bain avec WC, cuisine séparée et équipée. Climatisation. Cave. Parking inclus. Bien soumis au statut de la copropriété. Nombre de lots: 241.",Non reference,1 Salle de bain,1 Toilette,Année de construction 1980,Au 5ème étage,Bâtiment de 9 étages,Ascenseur,Non reference,Cave,1 Parking,Non reference,Orientation Sud,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine séparée,Non reference,Non reference,Non reference,2 pièces
Appartement,Quartier Chaillot,1 chambre,"44,17m²",729 000 €,"Paris XVI - LAURISTON VICTOR HUGO. VANEAU. Situé dans un bel immeuble en pierre de taille au 5ème étage avec ascenseur, excellent plan, appartement traversant de 44.17 m² loi carrez, comprenant une entrée, une réception, une cuisine séparée, 1 chambre et 1 une salle de douche. WC. Une cave. Charges 140e/mois. Mandat n'13749 Honoraires de 5% TTC charge acquéreur VANEAU. L'immobilier de prestige depuis 1972. Acteur majeur de l'immobilier haut de gamme parisien depuis plus de 40 ans avec plus de 100 collaborateurs, VANEAU compte aujourd'hui 27 agences et bureaux idéalement situés à Paris, Neuilly, Boulogne, Cannes, Nice, Bruxelles, Marrakech et prochainement Miami et Dubaï. Copropriété de 20 lots (Pas de procédure en cours). Charges annuelles: 1680.00 euros.",Non reference,1 Salle de bain,1 Toilette,Non reference,Au 5ème étage,Non reference,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine aucune,Non reference,Non reference,Non reference,2 pièces
Appartement,Quartier Auteuil Nord,3 chambres,90m²,890 000 €,"Rue Erlanger, 4 pièces 90 m² Rue ERLANGER sectorisation LA FONTAINE, nous vous proposons ce beau 4 pièces de 90 m² Loi Carrez, situé au 4ème étage avec ascenseur dans un immeuble récent, comprenant: une entrée, un beau séjour donnant sur balcon, 3 chambres, une cuisine, deux salles d'eau avec WC et une cave qui complète ce bien. Proches des commerces (boulangerie, pharmacie) et du Métro Michel Ange Molitor ligne 9 et 10. Poss de parking en sus Copropriété de 100 lots dont 33 lots d'habitation.",Non reference,Non reference,Non reference,Non reference,Au 4ème étage,Non reference,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine aucune,Non reference,Non reference,Non reference,4 pièces
Appartement,Quartier Muette Nord,2 chambres,58m²,749 000 €,"A VENDRE Paris XVI - Mairie, Exclusivité Situé au 3ième étage sans ascenseur, superbe appartement donnant sur cour pavée intérieure, très calme d'une superficie de 58m² Il est composé d'une entrée donnant sur une cuisine aménagée et équipée, d'un séjour, de deux chambres et d'une salle de bain. Une cave complète le bien. Travaux de ravalement en cours (déjà payé) Situation exceptionnelle: 10 mn à pied du Trocadéro, Victor Hugo, Passy, et proche de toutes commodités, commerces.. Prix: 749 000 euros FAI Contact: Mickael: dont 4.17 % honoraires TTC à la charge de l'acquéreur. Copropriété de 20 lots (Pas de procédure en cours). Charges annuelles: 1000.00 euros.",Non reference,1 Salle de bain,1 Toilette,Année de construction 1900,Au 3ème étage,Bâtiment de 6 étages,Non reference,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine équipée,Non reference,Non reference,Non reference,3 pièces
Appartement,Quartier Chaillot,19m²,13 289 € / m²,252 500 €,"Quartier Chaillot - A proximité des métros Kléber / Georges V / Alma Marceau - Dans un immeuble Haussmanien en pierre de taille ravalé de Standing, studio calme et ensoleillé situé au 6ème étage sans ascenseur avec vue dégagée sur les toits de Paris comprenant: une entrée, une pièce principale avec placard donnant sur BALCON, un coin cuisine et une salle de bains carrelée avec grande baignoire et WC. Proche des commerces et transports. Faible Charges 100€/trimestre.",Non reference,1 Salle de bain,1 Toilette,Année de construction 1900,Au 6ème étage,Bâtiment de 6 étages,Non reference,Vue,Non reference,Non reference,Non reference,Orientation Nord-Est,1m² Balcon,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine américaine,Non reference,Non reference,Non reference,1 pièce
Appartement,Quartier Chaillot,"9,55m²",13 194 € / m²,126 000 €,"Paris 16ème Nord, Place Victor Hugo, dans un bel immeuble ancien avec gardien, une chambre de service de 9.55m² au 5ème étage sans ascenseur. Bel emplacement proche de tous les commerces et les transports.(possibilité de créer une douche et une kitchenette), toilettes sur palier. Copropriété de 37 lots (Pas de procédure en cours). Charges annuelles: 600.00 euros.",Non reference,Non reference,Non reference,Non reference,Au 5ème étage,Bâtiment de 5 étages,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine aucune,Non reference,Non reference,Non reference,1 pièce
Appartement,,28m²,12 464 € / m²,349 000 €,"Avenue de Versailles /. A quelques minutes des métros Chardon Lagache - Mirabeau,. Dans une résidence récente avec gardien, au 8ème et dernier étage avec ascenseur, Orpi vous propose ce joli studio de 27,50 m² loi carrez sans perte de place, en très bon état composé d'une petite entrée avec rangements, une grande pièce en double exposition avec cuisine ouverte, une salle d'eau et un WC séparé.. Sa vue dégagée et sa luminosité finiront de vous convaincre de visiter ce bien prisé dans le secteur.. Charges maîtrisées 95euros/mois - ascenseur - gardien et chauffage.. 349000 euros (336000 euros Hors Honoraires) - Honoraires: 3.87 % TTC à la charge de l'acquéreur inclus.",1 Salle d'eau,1 Salle de bain,1 Toilette,Non reference,Au 8ème étage,Non reference,Ascenseur,Vue,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,1 pièce
Appartement,Quartier Auteuil Sud,3 chambres,107m²,1 103 000 €,"Quartier Auteuil Sud- proche commerces, écoles, transport",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1985,Au 1er étage,Bâtiment de 5 étages,Ascenseur,Non reference,4m² Cave,Non reference,Non reference,Orientation Sud-Est,"10,6m² Balcon",Non reference,Gardien,Non reference,Non reference,Parquet,Cuisine séparée,Non reference,Non reference,Non reference,4 pièces
Appartement,Quartier Muette Sud,1 chambre,35m²,420 000 €,"Boulainvilliers. Appartement 2 pièces de 34,60 m² avec 2 m² de balcon au 6ème et dernier étage sans ascenseur dans un immeuble ancien de très bon standing. Entrée, séjour avec balcon, cuisine ouverte équipée et aménagée, chambre, nombreux rangements, salle de bains avec WC et cave. Charmant, ensoleillé et au calme intégral. Traversant. Au pied des commerces et des transports. Soumis au statut de la copropriété. Charges annuelles: 1.152 Euros. Prix de vente: 420.000 Euros FAI comprenant 3,96 % TTC d'honoraires à la charge de l'acquéreur. "" Crée en 1993, le groupe BUILDING PARTNERS est composé de 4 agences agences situées à Levallois-Perret, Neuilly-sur-Seine et Paris 17ème et Paris 16ème. Avec le plus grand choix d'appartements à la vente sur les communes sur lesquels il s'installe, BUILDING PARTNERS s'impose en leader incontournable sur ces marchés. Pour cela, notre groupe a développé une importante gamme de services qui nous permettent d'offrir à nos clients une prestation sur mesure qui répondra à toutes leurs attentes: photographe professionnel, visite virtuelle, réalisation de plans, communication ciblée ou encore off-market. L'agence du 16ème arrondissement, située 184 avenue Victor Hugo, offre un espace de travail de 250 m² à quelques mètres de la Mairie du 16ème. En quelques chiffres, BUILDING PARTNERS c'est 100 nouveaux biens à vendre chaque mois et 400 ventes par an."".",Non reference,1 Salle de bain,1 Toilette,Année de construction 1890,Au 6ème étage,Bâtiment de 6 étages,Non reference,Non reference,Cave,Non reference,Non reference,Non reference,1 Balcon,Non reference,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,2 pièces
Appartement,Quartier Porte Dauphine,2 chambres,"101,7m²",1 310 000 €,"Dans le quartier Montévidéo / Flandrin, au quatrième étage avec ascenseur d'un bel immeuble 1950, appartement de 101,70m² loi Carrez au très bon plan avec deux chambres. Il se compose d'une galerie d'entrée, d'un double séjour exposé sud avec balcon-terrasse, d'une cuisine indépendante et d'une salle de bains. Côté nuit, une grande chambre avec rangements et une seconde chambre. Possibilité troisième chambre. Beaux volumes, dégagement, pour cet appartement baigné de lumière et sans vis-à-vis à proximité des transports, des commerces et des écoles. Une cave et un box complètent ce bien. Cet appartement a déjà fait l'objet d'une offre acceptée. Recevez nos biens en avant-première en vous inscrivant à l'alerte mail sur notre site.",1 Salle d'eau,1 Salle de bain,1 Toilette,Année de construction 1954,Au 4ème étage,Bâtiment de 10 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Sud,1 Balcon,1 Terrasse,Gardien,Non reference,Non reference,Non reference,Cuisine séparée équipée,Non reference,Non reference,Non reference,4 pièces
Appartement,Quartier Chaillot,2 chambres,66m²,898 000 €,"Métro ARGENTINE: Dans un bel immeuble ancien au DERNIER ETAGE avec ascenseur. Agréable 3 pièces de 66 m² disposant d'une entrée, dressing, séjour, 2 chambres, cuisine séparée équipée avec balcon, salle d'eau avec WC. Triple exposition. Cave, local vélos, local poussettes et stationnement 2 roues en sous - sol.",1 Salle d'eau,Non reference,1 Toilette,Année de construction 1930,Au 7ème étage,Bâtiment de 7 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Sud,1 Balcon,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine séparée équipée,Non reference,Non reference,Non reference,3 pièces
Appartement,Quartier Muette Sud,2 chambres,"70,5m²",850 000 €,"Situé Avenue René Boylesve (75016), proche du métro Passy (ligne 6) Beau duplex (à usage d'habitation ou profession libérale) de 70,50 m² calme et lumineux (exposé plein sud) Il se compose d'un grand séjour avec cuisine US (aménagée et équipée) de 30m² en rez-de-chaussée, ainsi que de 2 chambres (21m² et 12,5m²), d'une salle d'eau + WC en 1er étage.Cet appartement vous séduira par son calme, sa luminosité ainsi que ses prestations de qualité prix: 850 000 eurosPour tous renseignements ou RDV, contact: Monsieur MATHIEU -.",1 Salle d'eau,Non reference,1 Toilette,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Orientation Sud,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine américaine,Non reference,Non reference,Non reference,3 pièces
Appartement,Quartier Muette Nord,"15,88m²",13 224 € / m²,210 000 €,"Paris 16ème- LA MUETTE/ OCDE- STUDIO EN DERNIER ETAGE Paris 16ème- LA MUETTE/ OCDE- STUDIO EN DERNIER ETAGE Idéalement situé, à proximité de la rue de passy, à 5 minutes du métro LA MUETTE et 10 minutes du métro RUE DE LA POMPE, dans un très bel immeuble pierre de taille avec gardien, au 7ème étage sans ascenseur: studio composé d'une pièce de vie avec coin cuisine, une salle de douche avec velux. Accès aux toilettes sur le palier. Idéal pour étudiants, pied-à-terre, investissement locatif ou domiciliation. DERNIER ETAGE- CLAIR ET CALME- BON ÉTAT- SITUATION GÉOGRAPHIQUE IDÉALE- INVESTISSEMENT LOCATIF OU IDÉAL PREMIER ACHAT- SECTORISE JANSON DE SAILLY.",1 Salle d'eau,Non reference,Non reference,Non reference,Au 7ème étage,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine aucune,Non reference,Non reference,Non reference,1 pièce
Appartement,Quartier Chaillot,3 chambres,110m²,1 540 000 €,"Avenue Marceau à proximité du pont de l'Alma, appartement de 4 pièces de 110 m² situé au 3e étage d'un immeuble récent de bon standing. Il comprend une entrée, une réception avec cuisine américaine équipée, deux chambre, un bureau (petite chambre), une salle de bains, WC et une cave au sous-sol. En bon état et calme. Le prix honoraires d'Agence de 2,6% à la charges du vendeur inclus est de 1.540.000€.",Non reference,1 Salle de bain,1 Toilette,Non reference,Au 3ème étage,Non reference,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Parquet,Cuisine américaine équipée,Non reference,Non reference,Non reference,4 pièces
Appartement,Quartier Auteuil Sud,1 chambre,39m²,235 000 €,"RÉSIDENCE SERVICES: Métro Chardon Lagache, dans une résidence avec services non médicalisée pour seniors autonomes et valides (sécurité 24h/24, restaurant, salon, jardin, animations, etc..) en étage moyen avec ascenseur, agréable deux pièces de 39 m²: entrée avec placards/penderies, séjour de 18 m² avec un balcon de 5 m² ouvrant sur le jardin de la résidence, petite cuisine aménagée, une chambre avec placard/penderie, salle d'eau avec WC. Compte-tenu des services proposés par la résidence, les charges mensuelles (copropriété et de services) s'élèvent à 1.160 e (chauffage et eau inclus). Cave au sous-sol de la résidence. Résidence seniors bénéficiant d'un très beau jardin fleuri et arboré et située à 2 mn à pied du métro, des commerces, de l'avenue de Versailles et à 10 mn à pied de la rue d'Auteuil. Contacter Janine GRANDAUBERT ou.",1 Salle d'eau,Non reference,1 Toilette,Année de construction 1984,Au 4ème étage,Bâtiment de 8 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Ouest,1 Balcon,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine séparée équipée,Non reference,Non reference,Non reference,2 pièces
Appartement,Quartier Chaillot,1 chambre,"44,17m²",651 000 €,"Paris XVI - LAURISTON VICTOR HUGO. VANEAU. Situé dans un bel immeuble en pierre de taille au 5ème étage avec ascenseur, excellent plan, appartement traversant de 44.17 m² loi carrez, comprenant une entrée, une réception, une cuisine séparée, 1 chambre et 1 une salle de douche. WC. Une cave. Charges 140e/mois. Mandat n'13749 Honoraires de 5% TTC charge acquéreur VANEAU. L'immobilier de prestige depuis 1972. Acteur majeur de l'immobilier haut de gamme parisien depuis plus de 40 ans avec plus de 100 collaborateurs, VANEAU compte aujourd'hui 27 agences et bureaux idéalement situés à Paris, Neuilly, Boulogne, Cannes, Nice, Bruxelles, Marrakech et prochainement Miami et Dubaï. Copropriété de 20 lots (Pas de procédure en cours). Charges annuelles: 1680.00 euros.",Non reference,1 Salle de bain,1 Toilette,Non reference,Au 5ème étage,Non reference,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine aucune,Non reference,Non reference,Non reference,2 pièces
Appartement,Quartier Auteuil Nord,3 chambres,121m²,1 830 000 €,"Paris 16ème / Montmorency / Village d'Auteuil - appartement 121 m² - 3 chambres. Dans un bel immeuble haussmannien au calme en rez-de-jardin avec belle cour intérieure idéalement situé à proximité du village d'Auteuil, appartement familial lumineux comprenant: entrée, séjour avec parquet de Versailles, moulures et cheminées donnant sur une grande cour intérieure arborée, salle manger, cuisine, 3 chambres, salle de bains, salle d'eau, dressing. Nombreux rangements. Calme. Lumineux. Belles prestations. Gardien. Pour plus d'informations ou pour organiser une visite, merci de contacter Laurent BOURGNINAUD ou votre interlocuteur habituel chez AMOUR IMMOBILIER.",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1919,Non reference,Bâtiment de 6 étages,Ascenseur,Vue,Cave,Non reference,Non reference,Orientation Ouest,Non reference,1 Terrasse,Gardien,Non reference,Non reference,Parquet,Cuisine américaine,Non reference,Non reference,Non reference,5 pièces
Appartement,Quartier Muette Nord,5 chambres,270m²,3 100 000 €,Rue cortambert. A proximité des commerces de la rue de passy.,1 Salle d'eau,3 Salles de bain,3 Toilettes,Année de construction 1900,Au 4ème étage,Non reference,Ascenseur,Non reference,Cave,1 Parking,Non reference,Orientation Ouest,Non reference,Non reference,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,8 pièces
